,Question Identifier,Grade level,Claim,Target,Type,Task model,Variant,Sub-variant,Prompt feature #,Prompt features,Stimulus #,Stimulus,Owner,Questions/comments/notes,# of drafted questions,# of approved questions,# of deployed questions,Exercise name,Recommend adding to exercise,Exercise Link
HS.1.I.1.SR.1,HS.1.I.1.SR.1.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,I - Solve equations and inequalities in one variable,SR,1.SR,1,,1,The student is prompted to identify the solution to the linear equation,1,"The student is presented with a linear equation containing a single variable, with or without context",,,,,,Related to: linear_equations1-4,,http://sandcastle.khanacademy.org/media/castles/origin:master/exercises/linear_equations_1.html
HS.1.I.2.SR.1,HS.1.I.2.SR.1.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,I - Solve equations and inequalities in one variable,SR,2.SR,1,,2,"The student is prompted to identify the solution of a given linear inequality, where the solution is given in inequality form",1,"The student is presented with a linear inequality containing a single variable, with or without a context",,,,,,Related to: Multistep linear inequalities,,http://sandcastle.khanacademy.org/media/castles/origin:master/exercises/linear_inequalities.html
HS.1.I.2.SR.2,HS.1.I.2.SR.2.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,I - Solve equations and inequalities in one variable,SR,2.SR,2,,2,The student is prompted to identify the graph of the solution to the linear inequality,1,"The student is presented with a linear inequality containing a single variable, with or without a context",,,,,,Related to: Inequalities on a number line,,https://www.khanacademy.org/math/algebra/linear_inequalities/inequalities/e/inequalities_on_a_number_line
HS.1.I.2.SR.3,HS.1.I.2.SR.3.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,I - Solve equations and inequalities in one variable,SR,2.SR,3,,2,The student is prompted to identify the linear inequality that has a given solution,1,The student is presented with a graph of the solution to a linear inequality,,,,,,Related to: Inequalities on a number line,,https://www.khanacademy.org/math/algebra/linear_inequalities/inequalities/e/inequalities_on_a_number_line
,HS.1.I.2.TE.1.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,I - Solve equations and inequalities in one variable,TE,2.TE,1,,2,The student is prompted to solve a given inequality and graph the solutions,1,The student is presented with a linear inequality containing a single variable. Interaction: The student uses a graphing tool to plot on a number line the set of points representing the solution to a linear inequality,,,,,,,,
HS.1.I.3.CR.1,HS.1.I.3.CR.1.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,I - Solve equations and inequalities in one variable,CR,3.CR,1,,1,The student is prompted to solve a given quadratic equation for all real or complex solutions,1,The student is presented with a quadratic equation containing a single variable. The equation should not be easily solved using methods of completing the square or factoring,,,,,,,,
HS.1.I.3.CR.2,HS.1.I.3.CR.2.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,I - Solve equations and inequalities in one variable,CR,3.CR,2,,2,The student is prompted to solve a given quadratic equation by factoring,1,The student is presented with a quadratic equation in one variable. The quadratic equation must be one that can be factored as the product of two binomials or as a binomial squared.,,,,,,,,
HS.1.I.3.CR.3,HS.1.I.3.CR.3.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,I - Solve equations and inequalities in one variable,CR,3.CR,3,,3,The student is prompted to solve a given quadratic equation using the method of completing the square,1,The student is presented with a quadratic equation in the form x^2+bx+c or x^2+bx+c=0 for real numbers b and c,,,,,,,,
HS.1.I.3.SR.1,HS.1.I.3.SR.1.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,I - Solve equations and inequalities in one variable,SR,3.SR,1,,1,"The student is prompted to identify all real solutions, if they exist, to a given quadratic equation",1,The student is presented with a quadratic equation containing a single variable,,,,,,"Related to: Solving quadratics by factoring, others",,http://sandcastle.khanacademy.org/media/castles/origin:master/exercises/solving_quadratics_by_factoring.html
HS.1.I.3.SR.2,HS.1.I.3.SR.2.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,I - Solve equations and inequalities in one variable,SR,3.SR,2,,1,"The student is prompted to identify all real solutions, if they exist, to a given quadratic equation",2,"The student is presented with a quadratic equation containing a single variable that has no real solutions. The Stimulus should be easily solved by inspection, such as a squared variable monomial or binomial equal to a negative real number",,,,,,Related to: Solutions to quadratic equations.,,http://sandcastle.khanacademy.org/media/castles/origin:master/exercises/solutions_to_quadratic_equations.html
HS.1.I.3.SR.3,HS.1.I.3.SR.3.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,I - Solve equations and inequalities in one variable,SR,3.SR,3,,2,The student is prompted to identify quadratic equation(s) with a specified solution,1,"The student is presented with multiple quadratic equations in one variable of the form x^2 = k, ax^2=k, or (x+a)^2=k",,,,,,Related to: Solving quadratics by taking the square root.,,http://sandcastle.khanacademy.org/media/castles/origin:master/exercises/solving_quadratics_by_taking_the_square_root.html
HS.1.I.3.SR.4,HS.1.I.3.SR.4.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,I - Solve equations and inequalities in one variable,SR,3.SR,4,,3,"The student is prompted to identify the correct quadratic formula expression by substituting the values for a, b, and c into the formula",1,"The student is presented with a quadratic equation that can be writeen in the form ax^2+bx+c=0, where a, b, and c are real numbers",,,,,,Related to: Quadratic formula,,http://sandcastle.khanacademy.org/media/castles/origin:master/exercises/quadratic_equation.html
HS.1.I.3.SR.5,HS.1.I.3.SR.5.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,I - Solve equations and inequalities in one variable,SR,3.SR,5,,4,The student is prompted to identify the factored form of a quadratic equation,1,The student is presented with a quadratic equation in one variable. The quadratic equation must be one that can be factored as the product of two binomials or as a binomial squared,,,,,,Related to: Solving quadratics by factoring,,http://sandcastle.khanacademy.org/media/castles/origin:master/exercises/solving_quadratics_by_factoring.html
HS.1.J.1.CR.1,HS.1.J.1.CR.1.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,J - Represent and solve equations and inequalities graphically,CR,1.CR,1,,1,"The student is prompted to find a solution set of ordered pairs corresponding to a linear or nonlinear coordinate graph. The solutions to be identified may or may not be visibly apparent on the stimulus (i.e., the student may need to interpolate to find non-integer solutions or extrapolate to identify solutions beyond the visible stimulus) or may include non-integers",1,The student is presented with a linear or nonlinear graph in a coordinate plane,,,,,,,,
HS.1.J.1.CR.2,HS.1.J.1.CR.2.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,J - Represent and solve equations and inequalities graphically,CR,1.CR,2,,2,The student is prompted to complete a table of values corresponding to a linear or nonlinear coordinate graph,1,The student is presented with a linear or nonlinear graph in a coordinate plane,,,,,,,,
HS.1.J.1.SR.1,HS.1.J.1.SR.1.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,J - Represent and solve equations and inequalities graphically,SR,1.SR,1,,1,"The student is prompted to identify points located on a linear or nonlinear graph in the coordinate plane. The solutions to be identified may or may not be visibly apparent on the stimulus (i.e., the student may need to interpolate to find non-integer solutions or extrapolate to identify solutions beyond the visible stiumulus)",1,The student is presented with a linear or nonlinear graph in the coordinate plane,,,,,,,,
HS.1.J.1.SR.2,HS.1.J.1.SR.2.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,J - Represent and solve equations and inequalities graphically,SR,1.SR,2,,2,The student is prompted to identify the linear or nonlinear graph of an equation in two variables that contains a set of given points,1,The student is presented with a set of ordered pairs or a table of values,,,,,,,,
,HS.1.J.1.TE.1.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,J - Represent and solve equations and inequalities graphically,TE,1.TE,1,,1,The student is prompted to graph the solution set of a linear or nonlinear equation in two variables,1,The student is presented with a linear or a nonlinear equation in two variables. Interaction: The student uses a graphing tool to plot points representing part of the solution set of the equation and draws a line to connect the points,,,,,,,,
HS.1.J.2.SR.1,HS.1.J.2.SR.1.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,J - Represent and solve equations and inequalities graphically,SR,2.SR,1,,1,The student is prompted to identify the approximate solution to a system of equations in two variables represented graphically on a coordinate plane,1,"The student is presented with a system of equations graphed in the coordinate plane. The system may include two linear graphs, two nonlinear graphs, or one linear and one nonlinear garph. Nonlinear graphs could include polynomials, rational, absolute value, exponential, and logarithmic functions",,,,,,,,
,HS.1.J.2.TE.1.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,J - Represent and solve equations and inequalities graphically,TE,2.TE,1,,1,The student is prompted to write a system of equations and then solve the system by applying technology to graph the equations in the xy-plane and find the solutions,1,"The student is presented with a pure or applied problem context involving a system of equations. The system may include two linear equations, two nonlinear equations, or one linear and one nonlinear equation. Nonlinear equations could incldue polynomial, rational, absolute value, exponential, or logarithmic functions",,,,,,,,
HS.1.J.3.SR.1,HS.1.J.3.SR.1.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,J - Represent and solve equations and inequalities graphically,SR,3.SR,1,,1,The student is prompted to identify the graphical region representing the solution set of a linear inequality,1,The student is presented with a linear inequality in two variables,,,,,,Related to: Graphing linear inequalities,,http://sandcastle.khanacademy.org/media/castles/origin:master/exercises/graphing_inequalities.html
,HS.1.J.3.TE.1.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,J - Represent and solve equations and inequalities graphically,TE,3.TE,1,,1,The student is prompted to graph the solution set for a linear inequality,1,The student is presented with a linear inequality in two variables. Interaction: The student uses a tool to draw either a solid line or a dotted line to represent the graph of a linear inequality in two variables and shade the half-plane that represents the solution set to the inequality,,,,,,,,
HS.1.J.4.SR.1,HS.1.J.4.SR.1.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,J - Represent and solve equations and inequalities graphically,SR,4.SR,1,,1,"The student is prompted to identify the graphical region, or point(s) within the graphical region, that represents the solution set of a system of linear inequalities",1,The student is presented with a system of linear inequalities in two variables,,,,,,Related to: Graphing systems of inequalities,,http://sandcastle.khanacademy.org/media/castles/origin:master/exercises/graphing_systems_of_inequalities.html
,HS.1.J.4.TE.1.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,J - Represent and solve equations and inequalities graphically,TE,4.TE,1,,1,The student is prompted to graph the solution set for a system of linear inequalities,1,The student is presented with a system of linear inequalities in two variables. Interaction: The student uses a graphing tool to draw either a solid line or a dotted line to represent the graph of each linear inequality and shades the intersection of the open or closed half-planes that represent the solution set to the system,,,,,,,,
HS.1.K.1.CR.1,HS.1.K.1.CR.1.a,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,K - Understand the concept of a function and use function notation,CR,1.CR,1,a,1,The student is prompted to explain why the given relations are or are not functions,1,The student is presented with relations described by words,,,,,,,,
HS.1.K.1.CR.1,HS.1.K.1.CR.1.b,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,K - Understand the concept of a function and use function notation,CR,1.CR,1,b,1,The student is prompted to explain why the given relations are or are not functions,1,The student is presented with relations described by equation(s),,,,,,,,
HS.1.K.1.CR.1,HS.1.K.1.CR.1.c,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,K - Understand the concept of a function and use function notation,CR,1.CR,1,c,1,The student is prompted to explain why the given relations are or are not functions,,The student is presented with relations described by graph(s),,,,,,,,
HS.1.K.1.CR.1,HS.1.K.1.CR.1.d,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,K - Understand the concept of a function and use function notation,CR,1.CR,1,d,1,The student is prompted to explain why the given relations are or are not functions,1,The student is presented with relations described by set(s) of ordered pairs,,,,,,,,
HS.1.K.1.CR.1,HS.1.K.1.CR.1.e,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,K - Understand the concept of a function and use function notation,CR,1.CR,1,e,1,The student is prompted to explain why the given relations are or are not functions,1,The student is presented with relations described by sequence(s),,,,,,,,
HS.1.K.1.CR.1,HS.1.K.1.CR.1.f,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,K - Understand the concept of a function and use function notation,CR,1.CR,1,f,1,The student is prompted to explain why the given relations are or are not functions,1,"The student is presented with relations described by at least 2 of the following: words, equation(s), graph(s), set(s) of ordered pairs, or sequence(s)",,,,,,,,
HS.1.K.1.SR.1,HS.1.K.1.SR.1.a,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,K - Understand the concept of a function and use function notation,SR,1.SR,1,a,1,The student is prompted to identify which of the given relations are functions,1,The student is presented with relations described by words,,,3,,,,,
HS.1.K.1.SR.1,HS.1.K.1.SR.1.b,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,K - Understand the concept of a function and use function notation,SR,1.SR,1,b,1,The student is prompted to identify which of the given relations are functions,1,The student is presented with relations described by equation(s),,,3,,,,,
HS.1.K.1.SR.1,HS.1.K.1.SR.1.c,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,K - Understand the concept of a function and use function notation,SR,1.SR,1,c,1,The student is prompted to identify which of the given relations are functions,1,The student is presented with relations described by graph(s),,,3,,,,,
HS.1.K.1.SR.1,HS.1.K.1.SR.1.d,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,K - Understand the concept of a function and use function notation,SR,1.SR,1,d,1,The student is prompted to identify which of the given relations are functions,1,The student is presented with relations described by set(s) of ordered pairs,,,3,,,,,
HS.1.K.1.SR.1,HS.1.K.1.SR.1.e,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,K - Understand the concept of a function and use function notation,SR,1.SR,1,e,1,The student is prompted to identify which of the given relations are functions,1,"The student is presented with relations described by at least 2 of the following: words, equation(s), graph(s), set(s) of ordered pairs, or sequence(s)",,,3,,,,,
HS.1.K.2.SR.1,HS.1.K.2.SR.1.a,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,K - Understand the concept of a function and use function notation,SR,2.SR,1,a,1,The student is prompted to identify the domain of a given function,1,The student is presented with a function written in function notation,,,,,,Related to: Domain of a function,,http://sandcastle.khanacademy.org/media/castles/origin:master/exercises/domain_of_a_function.html
HS.1.K.2.SR.1,HS.1.K.2.SR.1.b,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,K - Understand the concept of a function and use function notation,SR,2.SR,1,b,1,The student is prompted to identify the range of a given function,1,The student is presented with a function written in function notation,,,,,,Related to: Range of a function,,http://sandcastle.khanacademy.org/media/castles/origin:master/exercises/range_of_a_function.html
HS.1.K.2.SR.1,HS.1.K.2.SR.1.c,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,K - Understand the concept of a function and use function notation,SR,2.SR,1,c,1,The student is prompted to identify the domain and range of a given function,1,The student is presented with a function written in function notation,,,,,,,,
HS.1.L.1.CR.1,HS.1.L.1.CR.1.a,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,CR,1.CR,1,a,1,The student is prompted to draw a function graph that has specified key features,1,The student is presented with a written description of intercepts of a function,,,,,,,,
HS.1.L.1.CR.1,HS.1.L.1.CR.1.b,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,CR,1.CR,1,b,1,The student is prompted to draw a function graph that has specified key features,1,The student is presented with a written description of relative maximums and minimums of a function,,,,,,,,
HS.1.L.1.CR.1,HS.1.L.1.CR.1.c,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,CR,1.CR,1,c,1,The student is prompted to draw a function graph that has specified key features,1,The student is presented with a written description of symmetries of a function,,,,,,,,
HS.1.L.1.CR.1,HS.1.L.1.CR.1.d,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,CR,1.CR,1,d,1,The student is prompted to draw a function graph that has specified key features,1,The student is presented with a written description of end behavior of a function,,,,,,,,
HS.1.L.1.CR.1,HS.1.L.1.CR.1.e,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,CR,1.CR,1,e,1,The student is prompted to draw a function graph that has specified key features,1,"The student is presented with a written description of at least 2 key features (intercepts, relative maximums and minimums, symmetries, and end behavior) of a function",,,,,,,,
HS.1.L.1.SR.1,HS.1.L.1.SR.1.a,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,SR,1.SR,1,a,1,The student is prompted to identify one or more graphs of functions that have specified key features,1,The student is presented with a written description of intercepts of a function,,,,,,,,
HS.1.L.1.SR.1,HS.1.L.1.SR.1.b,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,SR,1.SR,1,b,1,The student is prompted to identify one or more graphs of functions that have specified key features,1,The student is presented with a written description of relative maximums and minimums of a function,,,,,,,,
HS.1.L.1.SR.1,HS.1.L.1.SR.1.c,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,SR,1.SR,1,c,1,The student is prompted to identify one or more graphs of functions that have specified key features,1,The student is presented with a written description of symmetries of a function,,,,,,Related to: Even and odd functions,,http://sandcastle.khanacademy.org/media/castles/origin:master/exercises/even_and_odd_functions.html
HS.1.L.1.SR.1,HS.1.L.1.SR.1.d,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,SR,1.SR,1,d,1,The student is prompted to identify one or more graphs of functions that have specified key features,1,The student is presented with a written description of end behavior of a function,,,,,,,,
HS.1.L.1.SR.1,HS.1.L.1.SR.1.e,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,SR,1.SR,1,e,1,The student is prompted to identify one or more graphs of functions that have specified key features,1,"The student is presented with a written description of at least 2 key features (intercepts, relative maximums and minimums, symmetries, and end behavior) of a function",,,,,,,,
,HS.1.L.1.TE.1.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,TE,1.TE,1,,1,The student is prompted to graph a function that has the specified key features,1,"The student is presented with one or more key features of a function in two variables, or key features of its graph. Interaction: The student uses a graphing tool to produce the graph of the function, either by plotting points or deriving a function rule and entering it to produce the graph",,,,,,,,
HS.1.L.2.CR.1,HS.1.L.2.CR.1.a,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,CR,2.CR,1,a,1,The student is prompted to describe the meaning or significance of a given key feature of the graph of a given function (intercepts).,1,The student is presented with a function graph in the coordinate plane and the graph's intercepts,,,,,,,,
HS.1.L.2.CR.1,HS.1.L.2.CR.1.b,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,CR,2.CR,1,b,1,The student is prompted to describe the meaning or significance of a given key feature of the graph of a given function (relative maximums and minimums).,1,The student is presented with a function graph in the coordinate plane and the relative maximums and minimums,,,,,,,,
HS.1.L.2.CR.1,HS.1.L.2.CR.1.c,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,CR,2.CR,1,c,1,The student is prompted to describe the meaning or significance of a given key feature of the graph of a given function (symmetries).,1,The student is presented with a function graph in the coordinate plane and its symmetries,,,,,,,,
HS.1.L.2.CR.1,HS.1.L.2.CR.1.d,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,CR,2.CR,1,d,1,The student is prompted to describe the meaning or significance of a given key feature of the graph of a given function (end behavior).,1,The student is presented with a function graph in the coordinate plane and its end behavior,,,,,,,,
HS.1.L.2.CR.2,HS.1.L.2.CR.2.a,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,CR,2.CR,2,a,2,The student is prompted to determine a common key feature (intercepts) of two or more functions graphed in the coordinate plane and describe its meaning or significance,1,The student is presented with two or more function graphs,,,,,,,,
HS.1.L.2.CR.2,HS.1.L.2.CR.2.b,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,CR,2.CR,2,b,2,The student is prompted to determine a common key feature (relative maximums and minimums) of two or more functions graphed in the coordinate plane and describe its meaning or significance,1,The student is presented with two or more function graphs,,,,,,,,
HS.1.L.2.CR.2,HS.1.L.2.CR.2.c,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,CR,2.CR,2,c,2,The student is prompted to determine a common key feature (symmetries) of two or more functions graphed in the coordinate plane and describe its meaning or significance,,The student is presented with two or more function graphs,,,,,,,,
HS.1.L.2.CR.2,HS.1.L.2.CR.2.d,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,CR,2.CR,2,d,2,The student is prompted to determine a common key feature (end behavior) of two or more functions graphed in the coordinate plane and describe its meaning or significance,,The student is presented with two or more function graphs,,,,,,,,
HS.1.L.3.CR.1,HS.1.L.3.CR.1.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,CR,3.CR,1,,1,The student is prompted to describe the meaning or significance of the average rate of change for each function over the interval,1,The student is presented with one or more graphs of functions in the coordinate plane and a specified interval of x-values,,,,,,,,
HS.1.L.3.CR.2,HS.1.L.3.CR.2.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,CR,3.CR,2,,2,The student is prompted to compare the average rates of change over the given intervals of x-values for the functions whose graphs are given,1,The student is presented with two or more function graphs in the coordinate plane and a specified interval of x-values for each graph,,,,,,,,
HS.1.L.3.SR.1,HS.1.L.3.SR.1.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,SR,3.SR,1,,1,The student is prompted to identify the meaning or significance of the average rate of change of the given functions over the specified interval,1,The student is presented with one or more function graphs in the coordinate plane and a specified interval of x-values,,,,,,,,
HS.1.L.3.SR.2,HS.1.L.3.SR.2.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,SR,3.SR,2,,2,"The student is prompted to identify, from a list, all graph intervals that have the specified average rate of change",1,The student is presented with one or more function graphs in the coordinate plane and a specified interval of x-values,,,,,,,,
HS.1.L.3.SR.3,HS.1.L.3.SR.3.,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,L - Interpret functions that arise in applications in terms of a context,SR,3.SR,3,,3,"The student is prompted to identify all graphs, from a given set of function graphs, which have the specified rate of change over the given interval",1,The student is presented with an interval of x-values and a specified average rate of change,,,,,,,,
HS.1.M.1.CR.1,HS.1.M.1.CR.1.a,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,1,a,1,The student is prompted to draw graph(s) of linear function(s) without the use of technology,1,The student is presented with a function equation,,,,,,,,
HS.1.M.1.CR.1,HS.1.M.1.CR.1.b,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,1,b,1,The student is prompted to draw graph(s) of quadratic function(s) without the use of technology,1,The student is presented with a function equation,,,,,,,,
HS.1.M.1.CR.1,HS.1.M.1.CR.1.c,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,1,c,1,The student is prompted to draw graph(s) of square root function(s) without the use of technology,1,The student is presented with a function equation,,,,,,,,
HS.1.M.1.CR.1,HS.1.M.1.CR.1.d,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,1,d,1,The student is prompted to draw graph(s) of cube root function(s) without the use of technology,1,The student is presented with a function equation,,,,,,,,
HS.1.M.1.CR.1,HS.1.M.1.CR.1.e,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,1,e,1,The student is prompted to draw graph(s) of piecewise-defined function(s) without the use of technology,1,The student is presented with a function equation,,,,,,,,
HS.1.M.1.CR.1,HS.1.M.1.CR.1.f,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,1,f,1,The student is prompted to draw graph(s) of polynomial function(s) without the use of technology,1,The student is presented with a function equation,,,,,,,,
HS.1.M.1.CR.1,HS.1.M.1.CR.1.g,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,1,g,1,The student is prompted to draw graph(s) of exponential function(s) without the use of technology,1,The student is presented with a function equation,,,,,,,,
HS.1.M.1.CR.1,HS.1.M.1.CR.1.h,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,1,h,1,The student is prompted to draw graph(s) of logarithmic function(s) without the use of technology,1,The student is presented with a function equation,,,,,,,,
HS.1.M.1.CR.2,HS.1.M.1.CR.2.a,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,2,a,1,The student is prompted to draw graph(s) of linear function(s) without the use of technology,2,The student is presented with a wirtten description that may or may not discuss properties or key features of the function,,,,,,,,
HS.1.M.1.CR.2,HS.1.M.1.CR.2.b,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,2,b,1,The student is prompted to draw graph(s) of quadratic function(s) without the use of technology,2,The student is presented with a wirtten description that may or may not discuss properties or key features of the function,,,,,,,,
HS.1.M.1.CR.2,HS.1.M.1.CR.2.c,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,2,c,1,The student is prompted to draw graph(s) of square root function(s) without the use of technology,2,The student is presented with a wirtten description that may or may not discuss properties or key features of the function,,,,,,,,
HS.1.M.1.CR.2,HS.1.M.1.CR.2.d,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,2,d,1,The student is prompted to draw graph(s) of cube root function(s) without the use of technology,2,The student is presented with a wirtten description that may or may not discuss properties or key features of the function,,,,,,,,
HS.1.M.1.CR.2,HS.1.M.1.CR.2.e,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,2,e,1,The student is prompted to draw graph(s) of piecewise-defined function(s) without the use of technology,2,The student is presented with a wirtten description that may or may not discuss properties or key features of the function,,,,,,,,
HS.1.M.1.CR.2,HS.1.M.1.CR.2.f,HS,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,M - Analyze functions using different representations,CR,1.CR,2,f,1,The student is prompted to draw graph(s) of polynomial function(s) without the use of technology,2,The student is presented with a wirtten description that may or may not discuss properties or key features of the function,,,,,,,,
